Habitat	terrestrial	wetlands	aquatic																																																																				
Tendril origin	the tendril is derived from a leaf or leaflet																																																																						
Tendril origin	from a leaf or leaflet																																																																						
Tendrils	the plant does not have tendrils	the plant has tendrils																																																																					
Tendrils	no	yes																																																																					
Corolla morphology	the flower has two prominent lips	"the flower has a concave, hood-like, upper lip"	the tube of the flower is curved upwards																																																																				
Corolla morphology	two prominent lips	"a concave, hood-like, upper lip"	the tube is curved upwards																																																																				
Inflorescence one-sided	"the flowers are arrayed in a spiral around the inflorescence axis or branches, or occur singly, or in several ranks"	the flowers are all or nearly all arrayed on one side of the inflorescence axis or branches of the inflorescence	NA																																																																				
Inflorescence	flowers are arrayed in a spiral around the inflorescence axis || flowers occur singly || flowers occur in several ranks	nearly all flowers are arrayed on one side of the inflorescence axis	?																																																																				
Petal and sepal arrangement	the flower includes two cycles of petal- or sepal-like structures	the flower includes only one cycle of petals or sepals	the flower includes neither petals nor sepals																																																																				
Petal and sepal arrangement	two cycles	one cycle	?																																																																				
Petal length	30^50	7^13	0	2^4.5	10^17	2^5	2.5^9	15^20	10^15	3^10	10^12	18^34	3^5	1^2	1	7^10	5^8	11.3^17.5	4^7.5	6^9	11^14	7^12	25^30	18^23	12^16	5^10	3^6.2	2^7	4^8	3^4	6^11	40^70	4.2^15	3.5^15	4^13	20^30	15^30	11^18	1.5^4	7^16	7^17	2.5^5	2^3	1.5^3	2^4	6^18	21^27	12^30	23^30	1^2.5	5^9	10^20	Up to 8	14^25	4^12	8^11	7^14	2^6	1.5	8^14	15^26	7^9	8^15	6^12	50^100	3^3.5	6^7	5^7	3^12	4^6	6^8
Petal length	30^50	7^13	0	2^4.5	10^17	2^5	2.5^9	15^20	10^15	3^10	10^12	18^34	3^5	1^2	1	7^10	5^8	11.3^17.5	4^7.5	6^9	11^14	7^12	25^30	18^23	12^16	5^10	3^6.2	2^7	4^8	3^4	6^11	40^70	4.2^15	3.5^15	4^13	20^30	15^30	11^18	1.5^4	7^16	7^17	2.5^5	2^3	1.5^3	2^4	6^18	21^27	12^30	23^30	1^2.5	5^9	10^20	Up to 8	14^25	4^12	8^11	7^14	2^6	1.5	8^14	15^26	7^9	8^15	6^12	50^100	3^3.5	6^7	5^7	3^12	4^6	6^8
Capsule ribs	the capsule has no prominent ribs or wings	the capsule has four prominent ribs or wings	the capsule has two prominent ribs or wings	the capsule has three prominent ribs or wings	the capsule has five prominent ribs or wings	NA																																																																	
Capsule ribs	no ribs or wings	four ribs or wings	two ribs or wings	three ribs or wings	five ribs or wings	?																																																																	
Capsule splitting	NA	"the capsule splits by three main valves, teeth or pores"	"the capsule splits by two main valves, teeth or pores"	"the capsule splits by four main valves, teeth or pores"	"the capsule splits by five main valves, teeth or pores"	"the capsule splits by seven main valves, teeth or pores"	"the capsule splits by six main valves, teeth or pores"																																																																
Capsule splits	NA	"by three main valves, teeth or pores"	"by two main valves, teeth or pores"	"splits by four main valves, teeth or pores"	"splits by five main valves, teeth or pores"	"splits by seven main valves, teeth or pores"	"splits by six main valves, teeth or pores"																																																																
Leaf tip	"the tip of the leaf blade is acuminate (tapers to a long, thin point)"	the tip of the leaf blade is obtuse (bluntly pointed)	the tip of the leaf blade is acute (sharply pointed)	"the tip of the leaf blade is rounded, with no point"	"the tip of the leaf blade is retuse (blunt or rounded, with a notch at the tip)"	the tip of the leaf blade is truncate (ends abruptly in a more or less straight line as though cut off)	the tip of the leaf blade is caudate (has  a very long tail-like projection ending in a point)	NA																																																															
Leaf tip	"tapers to a long, thin point (acuminate)"	bluntly pointed (obtuse)	sharply pointed (acute)	"rounded, with no point"	"blunt or rounded, with a notch at the tip (retuse)"	ends abruptly in a  straight line as though cut off (truncate)	has  a very long tail-like projection ending in a point (caudate)	?																																																															
Hairs between stem nodes	the stem has no hairs between the nodes	"the hairs on the stem are plain, without glands or branches, and not tangled"	at least some of the hairs on the stem have glands	at least some of the hairs on the stem are branched	"at least some of the hairs on the stem are tangled, matted or woolly"	NA																																																																	
Hairs between stem nodes	no	"plain, without glands or branches, and not tangled"	have glands	are branched	"are tangled, matted or woolly"	?																																																																	
Anther color	"the anthers show no hint of a pink, reddish or purplish tint"	"there is a noticeable pink, reddish or purplish tint to the anthers"																																																																					
"Anther with pink, reddish, or purplish tint"	no	yes																																																																					
Anther tube length	0	0.4^0.8	0.2^0.3	0.1^0.4	0.6^1.1	0.1^0.6																																																																	
Anther tube length (mm)	0	0.4^0.8	0.2^0.3	0.1^0.4	0.6^1.1	0.1^0.6																																																																	
Calyx growth after flowering	the calyx does not grow to cover or partially cover the fruit	the calyx grows to cover or partially cover the fruit	NA																																																																				
Calyx growth after flowering	no	"yes, and it partially covers the fruit"	?																																																																				
Calyx symmetry	there are two or more ways to evenly divide the calyx (the calyx is radially symmetrical)	there is only one way to evenly divide the calyx (the calyx is bilaterally symmetrical)	NA																																																																				
Calyx symmetry	radially symmetrical	bilaterally symmetrical	?																																																																				
Cilia on petals	the petal margins do not have cilia	the petal margins have cilia																																																																					
The petal margins have cilia	no	yes																																																																					
Filament surface	"the filament is smooth, with no hairs or scales"	the filament has rough hairs or scales on it	NA																																																																				
Filament surface	"smooth, with no hairs or scales"	with rough hairs or scales	?																																																																				
Flower diameter	15^25	3^7	At least 14	0.8^2	0.7^1.5	3	12^15	10	10^45	50^70	8^15	20^30	10^30	3^4	15	19	6^16	25^40	8^10	2^2.5	4^5	20	7^25	70^100	30^50	6^7	6^8	4^7	6.4^6.5	Up to 15	10^20	2^3	10^17	20^25	50^90	Up to 20	100^200	5^11	25^45	40^60	0.5^1.5	8^9	2	1^2	15^30	5.5^10	5.5^7	5^8	35^40	6	13^20	2^4	5^10	120^250	3^10	7^10	10^15	8^12	5^7	6^9	7^20	1.4^15	16^20	15^26	5^6	4	2^3.3	3^5	8^20	5	12^35
Flower diameter (mm)	15^25	3^7	>=14	0.8^2	0.7^1.5	3	12^15	10	10^45	50^70	8^15	20^30	10^30	3^4	15	19	6^16	25^40	8^10	2^2.5	4^5	20	7^25	70^100	30^50	6^7	6^8	4^7	6.4^6.5	<=15	10^20	2^3	10^17	20^25	50^90	<=20	100^200	5^11	25^45	40^60	0.5^1.5	8^9	2	1^2	15^30	5.5^10	5.5^7	5^8	35^40	6	13^20	2^4	5^10	120^250	3^10	7^10	10^15	8^12	5^7	6^9	7^20	1.4^15	16^20	15^26	5^6	4	2^3.3	3^5	8^20	5	12^35
Flower number	At least 1	At least 25	10^50	1^17	At least 20	1^10	1	5^15	5^20	At least 8	10^15	At least 5	4^20	1^2	15^82	8^80	40^60	30^40	1^7	1^8	10^30	20^30	5^70	1^6	1^3	2^6	3^5	Up to 10	2^5	2^20	2^4	At least 10	3^6	4^16	3^7	1^4	6^10	2^10	At least 3	12^22	Up to 12	20^60	10^200	2^7	8^20	2^3	2^16	1^5	2^12	2^8	4^12	3^9	30^70	10^44	4^8	8^14	4^14	5^30	1^11	10^20	5^40	40^100	15^25	6^8	8^24	4^10	6^18	2^9	3^15	20	5^100
Flower number	>=1	>=25	10^50	1^17	>=20	1^10	1	5^15	5^20	>=8	10^15	>=5	4^20	1^2	15^82	8^80	40^60	30^40	1^7	1^8	10^30	20^30	5^70	1^6	1^3	2^6	3^5	<=10	2^5	2^20	2^4	>=10	3^6	4^16	3^7	1^4	6^10	2^10	>=3	12^22	<=12	20^60	10^200	2^7	8^20	2^3	2^16	1^5	2^12	2^8	4^12	3^9	30^70	10^44	4^8	8^14	4^14	5^30	1^11	10^20	5^40	40^100	15^25	6^8	8^24	4^10	6^18	2^9	3^15	20	5^100
Flower orientation	the flower points upwards or is angled outwards	the flower bends downwards or hangs downwards																																																																					
Flower orientation	points upwards || angled outwards	bends downwards || hangs downwards																																																																					
Fringed petal edges	the petals are not fringed	the petals are fringed	NA																																																																				
Fringed petal edges	no	yes	?																																																																				
Hairs on flower stalk	the flower stalk has hairs on it	the flower stalk has no hairs on it	NA																																																																				
Hairs on flower stalk	yes	no	?																																																																				
Hairs on inflorescence	the axis of the inflorescence has hairs entirely without glands	at least some of the hairs on the axis of the inflorescence have glands	the axis of the inflorescence has no hairs on it																																																																				
Hairs on inflorescence axis	hairs without glands	some of the hairs have glands	no hairs																																																																				
Length of flower stalk	10^30	5^15	1^5	1^10	2^15	1.5^5	0.5^1	1^4	2^12	8^20	25^80	0.5^1.5	0.5^3.5	At least 0	4^12	15^40	3^5	3^7	1.5^7	6^17	10^15	2^5	5^30	At least 15	3^35	10^20	5^20	3^20	20^30	10^36	3^14	4^18	4^10	3^13	0	8^15	1.5^4	5^35	0^0.8	15^30	4	5^10	30^60	5^12	3^10	5^8	6^14	2^9	2^7	5^19	4^17	4^11	6^13	1.5^4.5	6^25	1^3	0^0.4	1.5^2	8^17	5^16	3^4	2^4	4^8	1.5^3	10^22	10^60	Up to 40	6^20	5^25	50^70	Up to 1
Length of peduncle	2^30	0	50^300	10^60	50^200	80^200	30^150	40^220	10^40	10^150	50^150	20^80	At least 30	20^100	25^120	20^70	30^80	Up to 300	100^550	100^180	60^220	20^30	2^3	60^130	40^80	Up to 5	10^120	0^100	0^2.5	0^40	0^70	Up to 250	10^70	0^60	6^50	5^80	10^35	80^150	4^10	At least 0	7^25	Up to 3	Up to 100	40^120	40^250	100^200	10^50	20^50	30^100	3^15	5^40	6^8	10^30	300^350	50^120	10^80	0^50	2^25	30^60	Up to 150	15^60	150^300	50^80	40^100	Up to 30	3^120	50^220	25^70	0^20	30^300	Up to 60
Number of branches in umbel	0	12^25	18^50	15^30	6^20	10^60	7^17	8^20	12^30	1	3^5	15^25																																																											
Number of branches in umbel	0	12^25	18^50	15^30	6^20	10^60	7^17	8^20	12^30	1	3^5	15^25																																																											
Perianth shape	the perianth is another shape	"the perianth is campanulate (bell-shaped, with a tube about as long as wide, flaring at the mouth)"	the perianth is cupuliform (cup-shaped)	"the perianth is urceolate (urn-shaped, with a swollen tube contracted near the top, then slightly expanded in a narrow rim)"	"the perianth is rotate (platter-shaped, the corolla flattened, circular, with nearly horizontally spreading lobes)"	the perianth is funnelform (funnel-shaped)	the perianth is cylindric (tube-shaped)	the perianth is salverform (with a slender basal tube and a more-or-less horizontally spreading mouth)																																																															
Perianth shape	?	"bell-shaped, with a tube about as long as wide, flaring at the mouth (campanulate)"	cup-shaped (cupuliform)	"urn-shaped, with a swollen tube contracted near the top, then slightly expanded in a narrow rim (urceolate)"	"platter-shaped, the corolla flattened, circular, with nearly horizontally spreading lobes (rotate)"	funnel-shaped (funnelform)	tube-shaped (cylindric)	with a slender basal tube and  horizontally spreading mouth (salverform)																																																															
Petal base	the petal narrows gradually or does not narrow at the base	the petal narrows abruptly at the base	NA																																																																				
Petal narrows at the base	gradually or does not narrow	abruptly	?																																																																				
Petal shape	"the petal outline is obovate (roughly egg-shaped, but with the widest point above the middle of the leaf blade)"	"the petal outline is spatulate (spoon-shaped; narrow near the base, then suddenly widening to a rounded tip)"	the petal outline is ovate (widest below the middle and broadly tapering at both ends)	the petal outline is another shape	"the petal outline is oblong (rectangular, but with rounded ends)"	"the petal outline is oblanceolate (lance-shaped, but with the widest point above the middle of the leaf blade)"	the petal outline is elliptic (shaped like an ellipse; widest near the middle and tapering at both ends)	"the petal outline is orbicular (roughly circular, as wide as long)"	"the petal outline is linear (extremely narrow, thread-like)"	"the petal outline is lanceolate (lance-shaped; narrow, gradually tapering from the base to the tip)"	the petal outline is roughly triangular																																																												
Petal outline	egg-shaped with the widest point above the middle (obovate)	"spoon-shaped: narrow near the base, then suddenly widening to a rounded tip (spatulate)"	widest below the middle and broadly tapering at both ends (ovate)	?	rectangular but with rounded ends (oblong)	lance-shaped with the widest point above the middle of the leaf blade (oblanceolate)	ellipse-shaped: widest near the middle and tapering at both ends (elliptic)	"roughly circular, as wide as long (orbicular)"	"extremely narrow, thread-like (linear)"	"lance-shaped: narrow, gradually tapering from the base to the tip (lanceolate)"	roughly triangular																																																												
Petal tip shape	the petal tip is retuse (with a blunt or rounded apex and a notch at the center)	the petal tip is truncate (ends abruptly in a more or less straight line as though cut off)	the petal tip is acute (sharply pointed)	the petal tip is obtuse (bluntly pointed)	the petal tip is rounded	the petal tip is acuminate (tapers to a very narrow point)	the petal tip is lobed or fringed	NA																																																															
Petal tip shape	with a blunt or rounded apex and a notch at the center (retuse)	ends abruptly in a more or less straight line as though cut off (truncate)	sharply pointed (acute)	bluntly pointed (obtuse)	rounded	tapers to a very narrow point (acuminate)	lobed or fringed	?																																																															
Sepal appearance	"the sepals are green or brown, and leaf-like in texture"	the sepals resemble petals in color and texture																																																																					
Sepal appearance	"green or brown, and leaf-like in texture"	resemble petals in color and texture																																																																					
Sepal color	green to brown	yellow	NA	white	other	pink to red	blue to purple	orange																																																															
Sepal color	green to brown	yellow	?	white	?	pink to red	blue to purple	orange																																																															
Sepal shape	the sepal outline is ovate (widest below the middle and broadly tapering at both ends)	"the sepal outline is roughly circular, as wide as long"	"the sepal outline is oblong (rectangular, but with rounded ends)"	"the sepal outline is lanceolate (lance-shaped; narrow, gradually tapering from the base to the tip)"	"the sepal outline is obovate (egg-shaped, but with the widest point above the middle of the leaf blade)"	"the sepal outline is spatulate (roughly spoon-shaped; narrow near the base, suddenly widening to a rounded tip)"	the sepal outline is roughly triangular	the sepal outline is eliiptic (widest near the middle and tapering at both ends)	the sepal outline is subulate (narrowly tapering from the base to the apex; awl-shaped)	"the sepal outline is linear (extremely narrow, thread-like)"	the sepal outline is another shape	"the sepal outline is oblanceolate (lance-shaped, but with the widest point above the middle of the leaf blade)"																																																											
Sepal shape	widest below the middle and broadly tapering at both ends (ovate)	"roughly circular, as wide as long"	"rectangular, but with rounded ends (oblong)"	"lance-shaped; narrow, gradually tapering from the base to the tip (lanceolate)"	"egg-shaped, but with the widest point above the middle (obovate)"	"roughly spoon-shaped; narrow near the base, suddenly widening to a rounded tip (spatulate)"	roughly triangular	widest near the middle and tapering at both ends (eliiptic)	awl-shaped: narrowly tapering from the base to the apex (subulate)	"extremely narrow, thread-like (linear)"	?	"lance-shaped, but with the widest point above the middle (oblanceolate)"																																																											
Sepal uniformity	all the sepals are about the same size	one or more of the sepals is much narrower or shorter than the others																																																																					
Sepal uniformity	all about the same size	one or more is much narrower or shorter than the others																																																																					
Stamen lengths differ	the stamens are all approximately the same length	the stamens are tetradynamous (four long stamens and two short ones)	the stamen lengths are other than the choices given	the stamens are didynamous (two long stamens and two short ones)																																																																			
Stamen lengths	all approximately the same length	four long stamens and two short ones (tetradynamous)	?	two long stamens and two short ones (didynamous)																																																																			
Style relative length	the stigma does not protrude beyond the mouth of the corolla	the stigma protrudes beyond the mouth of the corolla																																																																					
The stigma protrudes beyond the mouth of the corolla	no	yes																																																																					
Fruit shape	the fruit is hemispherical (shaped like half a sphere)	"the fruit is roughly cylindrical (with parallel sides that do not taper, and flat across the top and bottom)"	the fruit is spherical	the fruit is ellipsoid (widest in the middle and tapering to each end)	the fruit is flat or strongly compressed	the fruit is ovoid (egg-shaped)	the fruit is another shape than those described	"the fruit is obovoid (egg-shaped, but with the widest point above the middle)"	the fruit is obloid (longer than wide and with rounded ends)	"the fruit is lanceoloid (narrow, widest below the middle and tapering at both ends)"	"the fruit is turbinoid (roughly shaped like a top, triangular in profile, but with a rounded end)"	"the fruit is obtriangular (roughly traingular, but with the stem at one of the points)"	the fruit is pyriform (roughly pear-shaped)	conical	"the fruit is oblanceoloid (narrrow, widest above the middle and tapering at both ends)"																																																								
Fruit shape	like half a sphere (hemispherical)	"with parallel sides that do not taper, and flat across the top and bottom (cylindrical)"	spherical	widest in the middle and tapering to each end (ellipsoid)	flat or strongly compressed	egg-shaped (ovoid)	?	"egg-shaped, but with the widest point above the middle (obovoid)"	longer than wide and with rounded ends (obloid)	"narrow, widest below the middle and tapering at both ends (lanceoloid)"	"roughly shaped like a top, triangular in profile, but with a rounded end (turbinoid)"	"roughly traingular, but with the stem at one of the points (obtriangular)"	roughly pear-shaped (pyriform)	conical	"narrrow, widest above the middle and tapering at both ends (oblanceoloid)"																																																								
Fruit stalk orientation	the fruits point upward or spread or curve outward	the fruits curve or droop downwards	NA																																																																				
Fruit stalk orientation	point upward or spread or curve outward	curve or droop downwards	?																																																																				
Fruit width	15^25	2	2^3	3^3.3	1.2^2.5	1^1.3	8^10	5^9	3^4	0.8^1.3	6^10	5^6	2.9^5.2	2.5^3	3^6	4^5	3.5^5.5	12^30	6^8	1.2^2	2.5^3.5	1.5^2.5	2^5	1.5^4	3^4.5	0.7^2	2^9	1.4^1.7	0.8^1.4	0.9^1.5	0.6^0.9	0.8^1.1	1.2^2.3	0	5^7	0.9^1.6	0.5^1	10^15	1.5^2	2^4	4^6	Up to 10	150^400	2.5^4	20^50	3.5^4.5	3.5^5	0.6^1	1^1.5	5^8	3.5	1.8^2.4	1.8^2.3	1.4^1.9	1.1^1.8	1.4^3.5	2.5^6	6^9	5	4^10	2^2.5	1.5^1.9	4^8	9^10	4^7	0.7^1	1.3	0.8^1	3^5	3^4.1	8^12
Fruit width	15^25	2	2^3	3^3.3	1.2^2.5	1^1.3	8^10	5^9	3^4	0.8^1.3	6^10	5^6	2.9^5.2	2.5^3	3^6	4^5	3.5^5.5	12^30	6^8	1.2^2	2.5^3.5	1.5^2.5	2^5	1.5^4	3^4.5	0.7^2	2^9	1.4^1.7	0.8^1.4	0.9^1.5	0.6^0.9	0.8^1.1	1.2^2.3	0	5^7	0.9^1.6	0.5^1	10^15	1.5^2	2^4	4^6	<=10	150^400	2.5^4	20^50	3.5^4.5	3.5^5	0.6^1	1^1.5	5^8	3.5	1.8^2.4	1.8^2.3	1.4^1.9	1.1^1.8	1.4^3.5	2.5^6	6^9	5	4^10	2^2.5	1.5^1.9	4^8	9^10	4^7	0.7^1	1.3	0.8^1	3^5	3^4.1	8^12
Hairs on fruit	the fruits have hairs on them	the fruits are not hairy																																																																					
Hairs on fruit	yes	no																																																																					
Bracteoles	there are no bracteoles on the plant	the plant has bracteoles between the primary bracts and the flowers																																																																					
Bracteoles	no	yes																																																																					
Final leaf segment width (compound lvs only)	0	5^10	10^40	20^50	anything	40^70	Up to 50	Up to 80	5^15	2^8	5^18	4^50	3^6	5^80	6^30	5^17	0.3^7	6^25	3^20	20^100	2^6	1^4	20^80	Up to 5	5^40	10^20	At least 2	0.5^4	15^30	10^17	1^2	70^150	6^40	20^70	2^3	4^15	2^4	1^5	2^5	50^150	30^80	Up to 1.5	4^10	100^400	3^8	5^20	3^50	3^16	2^9	3^7	Up to 18	10^30	1^10	4^6	2^13	3^10	4^12	24^40	8^20	7^40	5^35	1	18^38	15^45	3^12	3^15	25^36	2^10	10^45	5^70	15^50
Final leaf segment width (compound lvs only)	0	5^10	10^40	20^50	any	40^70	<=50	<=80	5^15	2^8	5^18	4^50	3^6	5^80	6^30	5^17	0.3^7	6^25	3^20	20^100	2^6	1^4	20^80	<=5	5^40	10^20	>=2	0.5^4	15^30	10^17	1^2	70^150	6^40	20^70	2^3	4^15	2^4	1^5	2^5	50^150	30^80	<=1.5	4^10	100^400	3^8	5^20	3^50	3^16	2^9	3^7	<=18	10^30	1^10	4^6	2^13	3^10	4^12	24^40	8^20	7^40	5^35	1	18^38	15^45	3^12	3^15	25^36	2^10	10^45	5^70	15^50
Floral bract texture	"the floral bracts are green, with a leaf-like texture"	"the floral bracts are thin, dry and papery, possibly with a narrow green stripe at the center"	the floral bracts have a hard and bony or firm and leathery texture																																																																				
Floral bract texture	"green, with a leaf-like texture"	"thin, dry and papery, possibly with a narrow green stripe at the center"	have a hard and bony or firm and leathery texture																																																																				
Floral bracts	the flower does not have bracts	the flower has one or more bracts associated with it																																																																					
Floral bracts	no	yes																																																																					
Hairs on leaf stalk	the petiole has hairs on it	the petiole has no hairs on it	NA																																																																				
Hairs on leaf stalk	yes	no	?																																																																				
Hooked hairs on underside of leaf	no	yes	NA																																																																				
