Habitat	terrestrial	wetlands	aquatic																																																																				
Hooked hairs on underside of leaf	no	yes	?																																																																				
Inflated hairs on leaf	the leaf blade does not have inflated hairs on it	the leaf blade has inflated hairs on it	NA																																																																				
Inflated hairs on leaf	no	yes	?																																																																				
Leaf blade base symmetry	the leaf blade base is symmetrical	the leaf blade base is asymmetrical	NA																																																																				
Leaf blade base symmetry	symmetrical	asymmetrical	?																																																																				
Leaf blade bloom	the underside of the leaf has no noticeable bloom	there is a noticeable powdery or waxy bloom on the underside of the leaf	NA																																																																				
There is a noticeable powdery or waxy bloom on the underside of the leaf	no	yes	?																																																																				
Leaf blade flatness	the leaf is flat (planar) at the edges	the edges of the leaf are curled under	NA	the edges of the leaf are curled up																																																																			
Leaf blade flatness	flat (planar) at the edges	the edges are curled under	?	the edges are curled up																																																																			
Leaf blade primary vein pattern	the major veins radiate out from one point at the base	the secondary veins branch off at intervals from the primary vein																																																																					
Leaf blade primary vein pattern	the major veins radiate out from one point at the base	the secondary veins branch off at intervals from the primary vein																																																																					
Leaf blade texture	the leaf blade is herbaceous (has a leafy texture)	the leaf blade is scarious (thin and dry like paper) or membranaceous (thin and flexible and almost translucent like a membrane)	the leaf blade has a fleshy or spongy texture	"the leaf blade is coriaceous (has a firm, leathery texture)"																																																																			
Leaf blade texture	leafy (herbaceous)	thin and dry like paper (scarious) || thin and flexible and almost translucent like a membrane (membranaceous)	fleshy || spongy	"firm, leathery (coriaceous)"																																																																			
Leaf blade vein pattern	"the major veins of the leaf blade branch, but do not rejoin"	the major veins form a net-like pattern due to splitting and rejoining	NA																																																																				
Leaf blade vein pattern	"the major veins branch, but do not rejoin"	the major veins form a net-like pattern due to splitting and rejoining	?																																																																				
Leaf blade veins	the leaf blade has one main vein running from the base towards the tip (it may or may not have secondary veins)	the leaf blade has three or more main veins that start at or near the leaf blade base and run from the base towards the tip (it may or may not have secondary veins)	NA																																																																				
Leaf blade veins	one main vein running from the base towards the tip	three or more main veins that start at or near the leaf blade base and run from the base towards the tip 	?																																																																				
Leaf hair orientation	"the hairs are flat against the leaf surface, mostly pointing towards the leaf tip"	the hairs are standing up straight or curved in different directions	"the hairs are curved or lying flat, mostly pointed toward the  base of the leaf"	NA																																																																			
Leaf hair orientation	"flat against the leaf surface, mostly pointing towards the leaf tip"	standing up straight or curved in different directions	"curved or lying flat, mostly pointed toward the  base of the leaf"	?																																																																			
Leaf shiny	the upper side of the leaf is dull or slightly shiny	the upper side of the leaf is very shiny	NA																																																																				
The upper side of the leaf	is dull or slightly shiny	is very shiny	?																																																																				
Leaf stalk length	30^120	2^14	7^70	8^40	30^220	15^55	20^70	5^20	150^450	0^600	10^20	30^50	60^200	0^90	2^25	0^40	5^10	2^10	0^170	At least 0	100^260	0^150	Up to 100	10^170	40^240	15^100	50^90	0	5^60	15^130	10^200	5^50	20^60	3^45	4^45	10^100	2^7	20^100	10^25	0.1^4	5^25	70^250	3^20	1^3	1^1.5	20^90	60^90	35^50	30^100	2^20	50^80	2^5	12^27	15^50	20^50	1^4	Up to 150	50^100	25^40	30^70	15^30	Up to 18	0^3	10^50	10^60	10^30	10^40	5^100	30^200	10^120	80^200
Leaf stalk length	30^120	2^14	7^70	8^40	30^220	15^55	20^70	5^20	150^450	0^600	10^20	30^50	60^200	0^90	2^25	0^40	5^10	2^10	0^170	any	100^260	0^150	<=100	10^170	40^240	15^100	50^90	0	5^60	15^130	10^200	5^50	20^60	3^45	4^45	10^100	2^7	20^100	10^25	0.1^4	5^25	70^250	3^20	1^3	1^1.5	20^90	60^90	35^50	30^100	2^20	50^80	2^5	12^27	15^50	20^50	1^4	<=150	50^100	25^40	30^70	15^30	<=18	0^3	10^50	10^60	10^30	10^40	5^100	30^200	10^120	80^200
Leaf tufts in axils	there are no clusters of smaller leaves growing out of axils	there are clusters of smaller leaves growing out of axils	NA																																																																				
Tufts (clusters) of small leaves in axils	no	yes	?																																																																				
Leaf types	"There is a gradual change in appearance of the leaves from the base (or near the base) of the plant to those from further up on the stem, with leaves progressively changing as one moves higher on the stem (often becoming shorter, or less toothed/lobed, and/or with shorter petioles)."	"There is an abrupt change in appearance of the leaves from the base (or near the base) of the plant to those from further up on the stem, with the basal leaves of conspicuously different shape or form than those slightly higher up."	NA																																																																				
Leaf appearance change from the base to further up on the stem	gradual	abrupt	?																																																																				
Leaf variation	"the leaves are nearly similar in size, prominence of teeth, and length of stalks throughout the stem"	"the lower leaves are larger, toothier, and/or on longer stalks than the upper leaves"	NA																																																																				
Leaf appearance along the stem	"all leaves are nearly similar in size, teeth, and length of stalks"	"the lower leaves are larger, toothier, and/or on longer stalks than the upper leaves"	?																																																																				
Leaflet petiolules	the leaflets of the compound leaf have petiolules	the leaflets of the compound leaf lack petiolules	NA																																																																				
Leaflet petiolules	yes	no	?																																																																				
Stipels	there are no stipels at the bases of the petiolules	the petiolules have stipels at their bases	NA																																																																				
Stipels	no	yes	?																																																																				
Plant odor	the plant does not have much of a smell	the plant has an unpleasant smell	"the plant has a pleasant smell, for example anise, fruit, mint or resin"																																																																				
Plant odor	no	unpleasant	pleasant																																																																				
Direction of stem hairs	the hairs point mostly upwards to outwards	"the hairs are pressed flat against the plant, pointing towards the plant's tip"	"the hairs point downwards, or they bend outwards and then downwards"	NA																																																																			
Direction of stem hairs	point mostly upwards to outwards	"pressed flat against the plant, pointing towards the tip"	point downwards || bend outwards and then downwards	?																																																																			
Hooked hairs on stem between nodes	no	NA	yes																																																																				
Hooked hairs on stem between nodes	no	?	yes																																																																				
Stem bloom	there is no powdery or waxy film on the stem	the stem has a powdery or waxy film on it that can be rubbed away	NA																																																																				
The stem has a powdery or waxy film on it that can be rubbed away	no	yes	?																																																																				
Stem nodes swollen	the stem is not swollen at the nodes	the stem is swollen at the nodes	NA																																																																				
Stem nodes swollen	no	yes	?																																																																				
Stem orientation	the stems are upright or angled outwards	"the stems trail at the base, but may turn upwards at the tips"	NA																																																																				
Stem orientation	upright or angled outwards	"trail at the base, but may turn upwards at the tips"	?																																																																				
Stem spacing	"the plant is solitary, or a few plants are growing together"	"the plant is growing in tufts, or compact clusters with closely spaced stems, or it is densely matted together in clumps, cushionlike"	NA																																																																				
Stem spacing	solitary plant || a few plants are growing together	"growing in tufts, or compact clusters with closely spaced stems || densely matted together in clumps, cushionlike"	?																																																																				
Petal nectaries	the petals do not have nectaries	the petals have at least one nectary																																																																					
The petals have at least one nectary	no	yes																																																																					
Petal width	0	1.5^3.5	4^8	1^2.5	3^7.5	2.5^3.5	0.8^2	0.7^1.5	0.7^1.2	1.5^2.7	5^7.5	2.5^5.5	2.5^7	1^1.5	3^5	3^7	0.5^1.1	0.6^1.2	0.4^1	0.8^1.5	3^10	2	7^15	Up to 20	1	5^8	2^4	1.5^2	2^3	2.5^3	1.5^7	3.5^9	4	Up to 1	0.2^0.7	0.2^0.5	0.3^1	8^20	At least 0	5^10	6^8	1.5^3	5^15	30^48	7^20	15^28	3^4	8^15	10^25	1.8^3	4.5^5	2.9^6	3^5.4	2.6^3.8	1^2	7^13	8^11	3^9	1^3	5^9	1^4	5^12	4^7	0.7^1.1	0.5^2	1.5^2.5	0.5^1.3	3.5^7	2^3.5	1.4^15	2.5^4
Petal width	0	1.5^3.5	4^8	1^2.5	3^7.5	2.5^3.5	0.8^2	0.7^1.5	0.7^1.2	1.5^2.7	5^7.5	2.5^5.5	2.5^7	1^1.5	3^5	3^7	0.5^1.1	0.6^1.2	0.4^1	0.8^1.5	3^10	2	7^15	<=20	1	5^8	2^4	1.5^2	2^3	2.5^3	1.5^7	3.5^9	4	<=1	0.2^0.7	0.2^0.5	0.3^1	8^20	any	5^10	6^8	1.5^3	5^15	30^48	7^20	15^28	3^4	8^15	10^25	1.8^3	4.5^5	2.9^6	3^5.4	2.6^3.8	1^2	7^13	8^11	3^9	1^3	5^9	1^4	5^12	4^7	0.7^1.1	0.5^2	1.5^2.5	0.5^1.3	3.5^7	2^3.5	1.4^15	2.5^4
Sepal texture	"the sepals are either very thin but flexible, like a membrane, or they are leaf-like in texture"	the sepals are firm or rigid	"the sepals are thin and dry, paperlike"	the sepals are fleshy or spongy																																																																			
Sepal texture	"very thin but flexible, like a membrane ||  leaf-like"	firm or rigid	"thin and dry, paperlike"	fleshy || spongy																																																																			
Hypanthium length	0	2^2.5	4^5	2^7.5	1.5^5	0.9^1.8	1^3	2^3	1^2.5	1^1.5	7^11	4.5	18^44	1.5^3	5^17	30^50	12^35	20^50	15^40	22^40	3^10	15^25	3^12	23^44																																															
Hypanthium length	0	2^2.5	4^5	2^7.5	1.5^5	0.9^1.8	1^3	2^3	1^2.5	1^1.5	7^11	4.5	18^44	1.5^3	5^17	30^50	12^35	20^50	15^40	22^40	3^10	15^25	3^12	23^44																																															
Inflorescence length	20^170	15^70	200^400	Up to 250	20^300	30^70	50^150	Up to 300	Up to 400	25^160	20^30	20^90	200^500	35^65	Up to 600	Up to 220	At least 250	Up to 100	Up to 150	40^200	20^200	40^120	30^60	20^190	50^100	30^50	10^30	2^5	20^120	Up to 70	100^400	40^150	10^60	20^50	10^40	20^100	30^150	20^150	10^280	300^800	10^20	60^150	30^100	152^457	4^5	50^320	150	12^25	20^80	20^60	100^200	100^300	Up to 450	Up to 200	150^600	150^350	3^100	10^25	80^200	10^200	50^300	200^300	30^180	Up to 205	50^450	30^300	10^150	5^12	10^100	3^6	30^80
Inflorescence length	20^170	15^70	200^400	<=250	20^300	30^70	50^150	<=300	<=400	25^160	20^30	20^90	200^500	35^65	<=600	<=220	>=250	<=100	<=150	40^200	20^200	40^120	30^60	20^190	50^100	30^50	10^30	2^5	20^120	<=70	100^400	40^150	10^60	20^50	10^40	20^100	30^150	20^150	10^280	300^800	10^20	60^150	30^100	152^457	4^5	50^320	150	12^25	20^80	20^60	100^200	100^300	<=450	<=200	150^600	150^350	3^100	10^25	80^200	10^200	50^300	200^300	30^180	<=205	50^450	30^300	10^150	5^12	10^100	3^6	30^80
Style length	0	1.5	0^3	0.1^1	0.2^1.3	2^3	0.7^1.5	0^0.3	0^0.1	1^3.5	0.3^1.1	0.05^0.3	1.5^2.5	1	0.5^2	11^12	4	0.2^0.7	2^5	4^10	0.3^1.5	0.6^2	0.5^1	0.5^2.7	0.25^1	8^16	0.2^0.6	0.5^0.7	1^2	Up to 1	1^1.5	40^60	14	20^50	0.5^1.5	Up to 8	At least 0	12	2^10	5^6	3^4	0.1^0.4	0.1^0.2	7^9	4^6	Up to 7	6^12	4^5	2^7	3^17	10^12	10^20	20^60	0.7^50	0^17	0^25	5^20	3^10	0^20	2^4	Up to 4	0.5^0.6	Up to 2	At least 1	0.6^1.2	0.8	1^3	6^9	7^10	4^7	5^7
Style length (mm)	0	1.5	0^3	0.1^1	0.2^1.3	2^3	0.7^1.5	0^0.3	0^0.1	1^3.5	0.3^1.1	0.05^0.3	1.5^2.5	1	0.5^2	11^12	4	0.2^0.7	2^5	4^10	0.3^1.5	0.6^2	0.5^1	0.5^2.7	0.25^1	8^16	0.2^0.6	0.5^0.7	1^2	<=1	1^1.5	40^60	14	20^50	0.5^1.5	<=8	any	12	2^10	5^6	3^4	0.1^0.4	0.1^0.2	7^9	4^6	<=7	6^12	4^5	2^7	3^17	10^12	10^20	20^60	0.7^50	0^17	0^25	5^20	3^10	0^20	2^4	<=4	0.5^0.6	<=2	>=1	0.6^1.2	0.8	1^3	6^9	7^10	4^7	5^7
Stipule edges	the stipule margins have teeth on them	the stipule margins do not have teeth																																																																					
The stipule margins have teeth on them	yes	no																																																																					
Stipule fused to leaf stalk	the stipules are fused to the petioles for some or most of their length	the stipules are not fused to the petioles																																																																					
The stipules are fused to the petioles for some or most of their length	yes	no																																																																					
Stipule length	0	4^6	1.5^6	3^18	5^10	8^20	20^40	3^15	15^70	1^2	2^6	5^15	2^4	8^12	3^5	5	2^5	6	0.7^1	3^4	4^10	6^12	1^6	22^50	6^7	5^9	5^11	6^9	20^30	10^15	3^7	8^25	10^50	10^25	20^60	10^20	5^30	5^20	1.5^5	1.5^12	3^6	2^3	5^7	4^7	2^12	6^10	7^9	Up to 3	5^50	8^15	5^23	4^35	5^12	4^15	4^18	3^13	1^10	2.5^4	20^65	5^8	4^5	10^30	2^10	7^12	2^40	Up to 12	Up to 30	10^40			
Stipule length (mm)	0	4^6	1.5^6	3^18	5^10	8^20	20^40	3^15	15^70	1^2	2^6	5^15	2^4	8^12	3^5	5	2^5	6	0.7^1	3^4	4^10	6^12	1^6	22^50	6^7	5^9	5^11	6^9	20^30	10^15	3^7	8^25	10^50	10^25	20^60	10^20	5^30	5^20	1.5^5	1.5^12	3^6	2^3	5^7	4^7	2^12	6^10	7^9	<=3	5^50	8^15	5^23	4^35	5^12	4^15	4^18	3^13	1^10	2.5^4	20^65	5^8	4^5	10^30	2^10	7^12	2^40	<=12	<=30	10^40			
Flowering stem width	10	1.5^12	20^40	Up to 10	3^5	4^20	2^10	1^10	1^2	2^3	1^4	0.8^1.5	5^30	0.6^1	0.1^1	5^15	0.2^2	2^6	1^3	0.5^1.5	0.5^0.8																																																		
Flowering stem width	10	1.5^12	20^40	<=10	3^5	4^20	2^10	1^10	1^2	2^3	1^4	0.8^1.5	5^30	0.6^1	0.1^1	5^15	0.2^2	2^6	1^3	0.5^1.5	0.5^0.8																																																		
Stem succulence	the stems are not succulent	the stems are succulent	NA																																																																				
The stems are succulent	no	yes	?																																																																				
Stamen length	4^7	2.7^5.5	3.2^5	1.5^3.3	1	0.4^0.7	3.7^5.7	2.2^5	0.8^4.3	5.5^9	4.5^7.5	4.5^9	15^30	6	Up to 2.5	3^8.5	6^11	2.1^3.5	2.3^4.5	1.6^2.9	1.2^2.8	3.8^12	10^13	8	0.9^1.1	0.5^0.9	25	4^5	0.8^1.1	10.5^12.5	2.4^4.1	5^10	Up to 16.1	1.5^2.5	0.7^1.1	0.7^1.4	7^11	4^8	9^22	1^2	8^13	12	3^5	4^7.5	4^6	2.2^3.5	9^14.5	1.3^2.8	5.5^12	4.2^7.5	3.5^8.2	2.3^3.5	6.5	1.3^2.7	2^6	3.5	3.2^8														
Stamen length	4^7	2.7^5.5	3.2^5	1.5^3.3	1	0.4^0.7	3.7^5.7	2.2^5	0.8^4.3	5.5^9	4.5^7.5	4.5^9	15^30	6	<=2.5	3^8.5	6^11	2.1^3.5	2.3^4.5	1.6^2.9	1.2^2.8	3.8^12	10^13	8	0.9^1.1	0.5^0.9	25	4^5	0.8^1.1	10.5^12.5	2.4^4.1	5^10	Up to 16.1	1.5^2.5	0.7^1.1	0.7^1.4	7^11	4^8	9^22	1^2	8^13	12	3^5	4^7.5	4^6	2.2^3.5	9^14.5	1.3^2.8	5.5^12	4.2^7.5	3.5^8.2	2.3^3.5	6.5	1.3^2.7	2^6	3.5	3.2^8														
Flower length	10^17	12^18	11^15	10^13	30^40	7^13	11.3^17.5	6^9	Up to 11	17^22	20^27	8^16	3^6.2	2.5^4	30^70	20^70	4^13	20^55	10^55	11^18	9.5^16.9	2^3	6^20	2^3.5	15^25	50^100	3^4	Up to 10	4^6	6^12	7^10	6^8	8^11	Up to 5	40^55	5^10	5	3.5^4.5	Up to 20	4^5	13	8^18	20^30	25^40	30^50	35^55	12^30	15^30	17^30	12^20	10^18	9^13	8^12	7^9	5^9	12^17	19^33	30^45	12^22	7^11	5^55	9^18	9^15	3^5	2^4	3.5^6	4.5^7	14^17	10^15	4^8	anything
Flower length	10^17	12^18	11^15	10^13	30^40	7^13	11.3^17.5	6^9	<=11	17^22	20^27	8^16	3^6.2	2.5^4	30^70	20^70	4^13	20^55	10^55	11^18	9.5^16.9	2^3	6^20	2^3.5	15^25	50^100	3^4	<=10	4^6	6^12	7^10	6^8	8^11	<=5	40^55	5^10	5	3.5^4.5	<=20	4^5	13	8^18	20^30	25^40	30^50	35^55	12^30	15^30	17^30	12^20	10^18	9^13	8^12	7^9	5^9	12^17	19^33	30^45	12^22	7^11	5^55	9^18	9^15	3^5	2^4	3.5^6	4.5^7	14^17	10^15	4^8	any
Anther attachment	the anther is attached near its midpoint to the filament	the anther is attached by its base to the filament																																																																					
Anther attachment	attached near its midpoint to the filament	attached by its base to the filament																																																																					
Inflorescence width	60^120	20^50	10^50	100^200	12^20	20^40	Up to 50	50^120	40^70	13^28	8^13	40^120	30^70	51	50^200	10^20	7^20	10^15	1^33	30^50	8^20	3^8	5^10	3^6	5^9	2^5	5^12	3^7	7^12	2^4	8^18	5^15	10	4^8	4^10	7^15	2^14	4^6	6^14	Up to 65	50^150	40^80	30^80	8^12	7^10	Up to 8	15^30	20^30	10^30	5^8																					
Inflorescence width	60^120	20^50	10^50	100^200	12^20	20^40	<=50	50^120	40^70	13^28	8^13	40^120	30^70	51	50^200	10^20	7^20	10^15	1^33	30^50	8^20	3^8	5^10	3^6	5^9	2^5	5^12	3^7	7^12	2^4	8^18	5^15	10	4^8	4^10	7^15	2^14	4^6	6^14	<=65	50^150	40^80	30^80	8^12	7^10	<=8	15^30	20^30	10^30	5^8																					
Sepal cilia	the sepals do not have cilia	the sepals have cilia on their edges																																																																					
The sepals have cilia on their edges	no	yes																																																																					
Sepal features	the sepals do not have any of the mentioned special features	one or more sepals have a horn-like (hardened) appendage	one or more sepals have a spine at the tip	one or more winged	one or more sepals have a prominent keel (a ridge that runs along the midline from base to tip)	one or more sepals have glands on the surface of the sepal	one or more sepals have glands that are raised from the surface by a stalk	"one or more sepals are arched and enfolding, hood-shaped"	NA																																																														
Sepal special features	?	one or more have a horn-like (hardened) appendage	one or more have a spine at the tip	one or more winged	one or more have a prominent keel (a ridge that runs along the midline from base to tip)	one or more have glands on their surface	one or more have glands that are raised from the surface by a stalk	"one or more are arched and enfolding, hood-shaped"	?																																																														
Sepal tip shape	the sepal tip is acute (is sharply pointed)	the sepal tip is obtuse (is bluntly pointed)	the sepal tip is acuminate (tapers to a very narrow point)	the sepal tip is notched	the sepal tip is rounded	the sepal tip is truncate (ends abruptly in a more or less straight line as though cut off)	the sepal tip is lobed or fringed																																																																
Sepal tip shape	sharply pointed (acute)	bluntly pointed (obtuse)	tapers to a very narrow point (acuminate)	notched	rounded	ends abruptly in a straight line as though cut off (truncate)	lobed or fringed																																																																
Relative fruit length	0	4^5	2^4	2.5^5	1.6^3																																																																		
Relative fruit length	0	4^5	2^4	2.5^5	1.6^3																																																																		
Anther length	0.7^1	0.9^1	15^23	1	0.5^0.8	0.4	0.2^0.3	0.7^1.2	0.4^1	0.3^0.6	0.5^1	1.5^2	1^1.5	1^1.6	4^6.5	Up to 0.5	2.5^3	0.3^0.5	0.2^0.4	0.8^2	4^8	1.5^3	0.3^0.4	0.5	10	3^4	0.4^0.6	0.4^1.5	0.7^1.5	2.5^4	2.1	0.8^1.5	0.1^0.2	2^3	1.8^2	2.2^2.5	1.2^1.7	10^20	3^9	1.5^5	10^15	2^6	4^7	3^7	3.5^6	1.5^2.5	4^10	3.5^4.5	5^8	0.3^1.2	0.6^1	2^4.1	1.7^3.4	2.1^3.7	2.2^3.5	0.8^1.4	At least 1.2	At least 1	1^2	2^2.5	2.5^6	1.2^1.5	1.5^2.2	7^9	4^6	1.3^2	6^14	0.4^0.5	3.5	2^4	0.5^2.1
Anther length	0.7^1	0.9^1	15^23	1	0.5^0.8	0.4	0.2^0.3	0.7^1.2	0.4^1	0.3^0.6	0.5^1	1.5^2	1^1.5	1^1.6	4^6.5	<=0.5	2.5^3	0.3^0.5	0.2^0.4	0.8^2	4^8	1.5^3	0.3^0.4	0.5	10	3^4	0.4^0.6	0.4^1.5	0.7^1.5	2.5^4	2.1	0.8^1.5	0.1^0.2	2^3	1.8^2	2.2^2.5	1.2^1.7	10^20	3^9	1.5^5	10^15	2^6	4^7	3^7	3.5^6	1.5^2.5	4^10	3.5^4.5	5^8	0.3^1.2	0.6^1	2^4.1	1.7^3.4	2.1^3.7	2.2^3.5	0.8^1.4	>=1.2	>=1	1^2	2^2.5	2.5^6	1.2^1.5	1.5^2.2	7^9	4^6	1.3^2	6^14	0.4^0.5	3.5	2^4	0.5^2.1
Filament length	2^4.5	2.5^4	1^3.5	1^2.5	0.6	0.2^0.4	3^4.5	0.5^1	0.3^3.3	2.1	4^7	3.5^5	1^2	2^7	3.5^8	1.8^3	2^4	1.4^2.5	3^10	0.5^1.5	0.6^0.7	0.4^0.5	1.5^2.5	15	22^25	0.5^0.7	10^12	2^3.5	3^4	4^5	2.5^6	Up to 14	7^14	1.2^2	0.6^0.9	0.6^1.2	24^33	2^3	10^15	5^8	5.5^6.5	5^15	18^27	5^10	10^25	5	3^5	0.8^2.5	0.5^2	7^12	1.5^4	3^6	2^6	0.5	1^1.7	3	3.5^5.5	1.5^7	1^2.2	2.5^6.5											
Filament length (mm)	2^4.5	2.5^4	1^3.5	1^2.5	0.6	0.2^0.4	3^4.5	0.5^1	0.3^3.3	2.1	4^7	3.5^5	1^2	2^7	3.5^8	1.8^3	2^4	1.4^2.5	3^10	0.5^1.5	0.6^0.7	0.4^0.5	1.5^2.5	15	22^25	0.5^0.7	10^12	2^3.5	3^4	4^5	2.5^6	<=14	7^14	1.2^2	0.6^0.9	0.6^1.2	24^33	2^3	10^15	5^8	5.5^6.5	5^15	18^27	5^10	10^25	5	3^5	0.8^2.5	0.5^2	7^12	1.5^4	3^6	2^6	0.5	1^1.7	3	3.5^5.5	1.5^7	1^2.2	2.5^6.5											
Inflorescence type	the inflorescence is a raceme (a long unbranched stem with stalked flowers growing along it)	the inflorescence is a branched umbel (each ray of the umbel terminating in another smaller umbel)	the inflorescence has only one flower on it	"the inflorescence is a corymb (with long lower branches and shorter upper branches, giving it a more or less flat-topped look)"																																																																			
Inflorescence type	long unbranched stem with stalked flowers growing along it (raceme)	each ray of the umbel terminating in another smaller umbel (branched umbel)	the inflorescence has only one flower on it	"with long lower branches and shorter upper branches, giving it a more or less flat-topped look (corymb)"																																																																			
Fruit length to width ratio	3^100	37.5^38.5	8.3^22.5	1.6^1.8	28^31	26^28	7.5^8	6.3^6.7	10^22	8^16	21.5^28.6	1.1^1.5	14.3^23.5	10^16	11.25^20	11.1^23.3	8.3^27.8	17.5^29.1	13.3^21.7	0	2^4	15^23	20^56	2	6.4^6.7	1.3	1^1.2	3	1^1.3	1.3^1.4	0.8^0.9	1.4^1.5	Up to 1.25	5^6.7	2.5^4.4	2.5^3	1.3^2.2	3^6.7	4.3^6.4	7.5^8.8	5^8	1.3^2.5	1.5^2	5^6.1	1.2^1.5	4^8.3	3.4^4	1.1^1.25	1.2	1^1.15	1.67	1.4^1.8	1	6.4^12.9	1.7^2.9	14.3^15.6	10^14.3	45^60	7^12	2^3	42.9^83.3										
Fruit length to width ratio	3^100	37.5^38.5	8.3^22.5	1.6^1.8	28^31	26^28	7.5^8	6.3^6.7	10^22	8^16	21.5^28.6	1.1^1.5	14.3^23.5	10^16	11.25^20	11.1^23.3	8.3^27.8	17.5^29.1	13.3^21.7	0	2^4	15^23	20^56	2	6.4^6.7	1.3	1^1.2	3	1^1.3	1.3^1.4	0.8^0.9	1.4^1.5	<=1.25	5^6.7	2.5^4.4	2.5^3	1.3^2.2	3^6.7	4.3^6.4	7.5^8.8	5^8	1.3^2.5	1.5^2	5^6.1	1.2^1.5	4^8.3	3.4^4	1.1^1.25	1.2	1^1.15	1.67	1.4^1.8	1	6.4^12.9	1.7^2.9	14.3^15.6	10^14.3	45^60	7^12	2^3	42.9^83.3										
Stigma length	0.7^0.9	0.4^0.5	0.2^0.3	0.8^1.5	0.2^0.4	1^2	0.5^0.7	Up to 7	0	At least 0	5^10	2.5^5	2^8	2.5^6	1.5^2	3^6	0.1	0.5^2																																																					
Stigma length (mm)	0.7^0.9	0.4^0.5	0.2^0.3	0.8^1.5	0.2^0.4	1^2	0.5^0.7	<=7	0	any	5^10	2.5^5	2^8	2.5^6	1.5^2	3^6	0.1	0.5^2																																																					
Teeth per side of leaf blade	0	1^2	0^9	1^5	5^9	At least 0	12^21	7^11	24^30	16^24	2^10	3	3^5	4^10	6^20																																																								
Teeth per side of leaf blade	0	1^2	0^9	1^5	5^9	any	12^21	7^11	24^30	16^24	2^10	3	3^5	4^10	6^20